#mip results PROTO15-TB2021-11
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 7 57 46.7966 0.209764 4.0363 0.911691 671
0 7 58 47.8991 0.165424 3.64814 1.25656 1078
0 7 59 48.2159 0.123501 4.13902 0.833513 1356
0 7 60 42.8132 0.432973 5.31717 1.28408 422
0 7 61 49.3759 0.156962 3.45733 0.673214 820
0 7 62 45.8619 0.131606 3.31112 0.849144 1033
0 7 63 44.856 0.188408 2.97445 0.453327 812
0 8 0 47.2051 34.9203 9.99937 0 83
0 8 1 0 0 0 0 0
0 8 2 15 5.83374 10 0 71
0 8 3 0 0 0 0 0
0 8 4 15 0.226854 2.39748 1.5104 84
0 8 5 0 0 0 0 0
0 8 6 0 0 0 0 0
0 8 7 0 0 0 0 0
0 8 8 0 0 0 0 0
0 8 9 0 0 0 0 0
0 8 10 15.8994 127.511 9.99998 0.00134786 81
0 8 11 15 0.874227 5.53836 3.08373 108
0 8 12 15 0.746901 0.5 2.75114 88
0 8 13 0 0 0 0 0
0 8 14 83.235 135.75 9.41406 13 71
0 8 15 15 0.721184 3.81576 2.40957 107
0 8 16 0 0 0 0 0
0 8 17 0 0 0 0 0
0 8 18 15 0.104455 4.1619 19.3662 188
0 8 19 0 0 0 0 0
0 8 20 15 0.147415 3.07159 5.33653 119
0 8 21 0 0 0 0 0
0 8 22 0 0 0 0 0
0 8 23 0 0 0 0 0
0 8 24 0 0 0 0 0
0 8 25 17.0241 2.15247 5.39921 1.06171 78
0 8 26 15 2.18672 3.34395 0.624514 108
0 8 27 16.2868 30.9053 9.87178 0.927655 95
0 8 28 0 0 0 0 0
0 8 29 26.5549 7.11275 10 1.34905 79
0 8 30 15 0.208155 5.07941 20.5766 131
0 8 31 15 0.228351 3.67715 1.5787 215
0 8 32 15 0.140621 4.38352 8.95348 160
0 8 33 0 0 0 0 0
0 8 34 15 0.161551 3.70013 4.12227 163
0 8 35 15 0.101397 5.55111 51.6498 223
0 8 36 15.1621 0.538045 2.75164 0.283064 108
0 8 37 0 0 0 0 0
0 8 38 15 0.073835 4.3429 41.4571 215
0 8 39 0 0 0 0 0
0 8 40 0 0 0 0 0
0 8 41 15 0.0994984 4.41048 14.4056 184
0 8 42 0 0 0 0 0
0 8 43 15 0.637361 3.37104 5.11222 178
0 8 44 15 0.131966 4.22795 13.4788 161
0 8 45 15 2.02351 2.63627 1.66125 139
0 8 46 15 0.0450314 4.28811 15.7396 297
0 8 47 15 0.14026 6.04232 34.893 233
0 8 48 0 0 0 0 0
0 8 49 0 0 0 0 0
0 8 50 15 3.85848 4.71628 1.38547 104
0 8 51 0 0 0 0 0
